,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.0,0.014285714285714285,0.02857142857142857,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.014285714285714285,0.0,0.0,0.014285714285714285,0.0,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.02857142857142857,0.07142857142857142,0.5142857142857142,0.0,0.014285714285714285,0.02857142857142857,0.04285714285714286,0.014285714285714285,0.014285714285714285,0.02857142857142857
1,0.04285714285714286,0.04285714285714286,0.05714285714285714,0.014285714285714285,0.02857142857142857,0.0,0.014285714285714285,0.02857142857142857,0.0,0.04285714285714286,0.0,0.014285714285714285,0.02857142857142857,0.04285714285714286,0.07142857142857142,0.2857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.014285714285714285,0.04285714285714286,0.05714285714285714,0.02857142857142857,0.02857142857142857
2,0.04285714285714286,0.02857142857142857,0.02857142857142857,0.04285714285714286,0.02857142857142857,0.014285714285714285,0.02857142857142857,0.014285714285714285,0.0,0.02857142857142857,0.014285714285714285,0.02857142857142857,0.05714285714285714,0.07142857142857142,0.3,0.05714285714285714,0.04285714285714286,0.014285714285714285,0.014285714285714285,0.0,0.05714285714285714,0.014285714285714285,0.02857142857142857,0.04285714285714286
3,0.02857142857142857,0.07142857142857142,0.0,0.04285714285714286,0.0,0.02857142857142857,0.014285714285714285,0.02857142857142857,0.0,0.014285714285714285,0.0,0.014285714285714285,0.05714285714285714,0.3142857142857143,0.07142857142857142,0.04285714285714286,0.0,0.02857142857142857,0.02857142857142857,0.014285714285714285,0.08571428571428572,0.014285714285714285,0.08571428571428572,0.014285714285714285
4,0.07142857142857142,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.014285714285714285,0.014285714285714285,0.05714285714285714,0.014285714285714285,0.014285714285714285,0.0,0.014285714285714285,0.15714285714285714,0.22857142857142856,0.05714285714285714,0.014285714285714285,0.05714285714285714,0.0,0.02857142857142857,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.04285714285714286,0.0,0.05714285714285714
5,0.04285714285714286,0.014285714285714285,0.04285714285714286,0.02857142857142857,0.0,0.02857142857142857,0.0,0.02857142857142857,0.0,0.02857142857142857,0.2,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.07142857142857142,0.02857142857142857,0.08571428571428572,0.014285714285714285,0.02857142857142857,0.08571428571428572,0.014285714285714285
6,0.0,0.04285714285714286,0.014285714285714285,0.014285714285714285,0.0,0.02857142857142857,0.04285714285714286,0.2857142857142857,0.1,0.08571428571428572,0.04285714285714286,0.02857142857142857,0.02857142857142857,0.08571428571428572,0.0,0.02857142857142857,0.0,0.04285714285714286,0.02857142857142857,0.04285714285714286,0.0,0.04285714285714286,0.0,0.014285714285714285
7,0.04285714285714286,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.17142857142857143,0.2571428571428571,0.014285714285714285,0.02857142857142857,0.04285714285714286,0.02857142857142857,0.014285714285714285,0.02857142857142857,0.04285714285714286,0.0,0.0,0.014285714285714285,0.0,0.0,0.04285714285714286,0.0,0.04285714285714286,0.04285714285714286,0.04285714285714286
8,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.07142857142857142,0.3142857142857143,0.1,0.014285714285714285,0.02857142857142857,0.0,0.02857142857142857,0.0,0.014285714285714285,0.04285714285714286,0.02857142857142857,0.04285714285714286,0.02857142857142857,0.04285714285714286,0.0,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.07142857142857142,0.014285714285714285,0.02857142857142857
9,0.02857142857142857,0.014285714285714285,0.17142857142857143,0.22857142857142856,0.0,0.014285714285714285,0.014285714285714285,0.02857142857142857,0.014285714285714285,0.0,0.014285714285714285,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.014285714285714285,0.04285714285714286,0.02857142857142857,0.05714285714285714,0.04285714285714286,0.04285714285714286,0.04285714285714286,0.014285714285714285,0.07142857142857142,0.02857142857142857
